HumanGeneName	MouseGeneName
TCF23	Tcf23
MNT	Mnt
F2R	F2r
TFEB	Tfeb
BACE2	Bace2
SPIB	Spib
TFAP4	Tfap4
SLC2A13	Slc2a13
SREBF1	Srebf1
PLXNB1	Plxnb1
FRMD8	Frmd8
JADE1	Jade1
JADE3	Jade3
RNASET2	Rnaset2a
MICOS10-NBL1	Nbl1
SLC12A2	Slc12a2
PI4KB	Pi4kb
SMPD5	Smpd5
HINT2	Hint2
PINK1	Pink1
SMPD3	Smpd3
MAVS	Mavs
LRP6	Lrp6
STXBP5	Stxbp5
DDX58	Ddx58
RAB38	Rab38
RAB32	Rab32
ITPRID2	Itprid2
SLC31A2	Slc31a2
PARP2	Parp2
FAM13A	Fam13a
EPRS1	Eprs
PKIG	Pkig
USP54	Usp54
SYNPO2L	Synpo2l
CACNG3	Cacng3
PDE1A	Pde1a
ADCY7	Adcy7
KIF13A	Kif13a
TNNI3	Tnni3
TNNI2	Tnni2
TNNI1	Tnni1
ATXN1L	Atxn1l
HMBOX1	Hmbox1
ACLY	Acly
TDP1	Tdp1
NSMF	Nsmf
RPAP1	Rpap1
PTBP1	Ptbp1
MRC1	Mrc1
MRC2	Mrc2
SHE	She
ESAM	Esam
OAF	Oaf
LYG2	Lyg2
NLGN1	Nlgn1
NLGN2	Nlgn2
DPP6	Dpp6
ARHGAP21	Arhgap21
UAP1L1	Uap1l1
AKT1S1	Akt1s1
MRM3	Mrm3
ABHD6	Abhd6
FANCI	Fanci
MIR126	Mir126a
MIR129-2	Mir129-2
MIR132	Mir132
MIR142	Mir142
MIR146A	Mir146
MRPL13	Mrpl13
MIR150	Mir150
MIR17	Mir17
MIR18A	Mir18
MIR19A	Mir19a
MIR19B1	Mir19b-1
MIR20A	Mir20a
MIR9-1	Mir9-1
MIR9-3	Mir9-3
MIR92A1	Mir92-1
RAB13	Rab13
TTC21A	Ttc21a
INSYN2A	Insyn2a
TANK	Tank
MFN1	Mfn1
RAB8B	Rab8b
CCBE1	Ccbe1
NEURL1	Neurl1a
VWC2	Vwc2
VWC2L	Vwc2l
IGFBP6	Igfbp6
SLC23A2	Slc23a2
LETM2	Letm2
TACC1	Tacc1
SYT15	Syt15
ITLN1	Itln1
PARD6B	Pard6b
PARD6A	Pard6a
ERFL	Erfl
ELK1	Elk1
SYT3	Syt3
NT5M	Nt5m
SYT7	Syt7
CCDC57	Ccdc57
ZNF711	Zfp711
CHST13	Chst13
MIR451A	Mir451a
PRKN	Prkn
PARM1	Parm1
MAP3K20	Map3k20
CLPX	Clpx
KYAT3	Kyat3
ADORA2A	Adora2a
CCRL2	Ccrl2
CCR1	Ccr1l1
CCR8	Ccr8
GNAZ	Gnaz
ANKRD17	Ankrd17
ANKHD1	Ankhd1
PDE6B	Pde6b
MBOAT4	Mboat4
EIF4EBP3	Eif4ebp3
RUFY1	Rufy1
PTK6	Ptk6
APC2	Apc2
OLFML1	Olfml1
SPECC1L	Specc1l
NTM	Ntm
OPCML	Opcml
SNCA	Snca
SNCB	Sncb
SNCG	Sncg
MAP4K3	Map4k3
THUMPD2	Thumpd2
BRIP1	Brip1
PALB2	Palb2
AGRP	Agrp
GRIN2A	Grin2a
IFNGR1	Ifngr1
ASIP	a
NPBWR1	Npbwr1
FAM53C	Fam53c
TGFBR1	Tgfbr1
GPHA2	Gpha2
CHL1	Chl1
FGD1	Fgd1
CAPN2	Capn2
TECR	Tecr
EFHB	Efhb
PPP1R9B	Ppp1r9b
MACC1	Macc1
LAMB2	Lamb2
RAB40A	Rab40b
SDK2	Sdk2
CDC42EP4	Cdc42ep4
RASSF7	Rassf7
AMOTL1	Amotl1
GALNT18	Galnt18
PLEKHA7	Plekha7
DYRK4	Dyrk4
ARAP3	Arap3
NACAD	Nacad
TBRG4	Tbrg4
COBL	Cobl
GRB10	Grb10
ADAM22	Adam22
CHN2	Chn2
CCN4	Ccn4
LDLRAD4	Ldlrad4
INKA2	Inka2
SLC45A4	Slc45a4
UBR1	Ubr1
TMEM87B	Tmem87b
GOLM2	Golm2
SLC26A2	Slc26a2
TCHP	Tchp
NCF2	Ncf2
ATG9B	Atg9b
NF1	Nf1
ZNF385C	Zfp385c
RECQL4	Recql4
BBS12	Bbs12
DUOX1	Duox1
DUOX2	Duox2
NOXO1	Noxo1
FAM98A	Fam98a
BIRC6	Birc6
LTBP1	Ltbp1
TSKU	Tsku
TRIB1	Trib1
TRIB2	Trib2
MED11	Med11
CPE	Cpe
SMC1B	Smc1b
PDS5B	Pds5b
UBE3D	Ube2cbp
CCR6	Ccr6
DENND3	Dennd3
KCNT1	Kcnt1
SLC46A3	Slc46a3
GASK1B	Gask1b
NDUFAF6	Ndufaf6
TP53INP1	Trp53inp1
COL27A1	Col27a1
TSPO	Tspo
TSPO2	Tspo2
NEXN	Nexn
GIP	Gip
CSF3	Csf3
PPM1J	Ppm1j
PEAR1	Pear1
SRXN1	Srxn1
STK36	Stk36
STAT6	Stat6
TBX21	Tbx21
IL4	Il4
PI4KA	Pi4ka
NLRP1	Nlrp1b
USP2	Usp2
LMBRD1	Lmbrd1
GPR12	Gpr12
RNF6	Rnf6
ATP8A2	Atp8a2
USP34	Usp34
USP18	Usp18
USP21	Usp21
USP31	Usp31
USP32	Usp32
USP45	Usp45
CCDC120	Ccdc120
TNFAIP3	Tnfaip3
ZRANB1	Zranb1
STAMBPL1	Stambpl1
BRCC3	Brcc3
EIF3F	Eif3f
SLC4A10	Slc4a10
BCL10	Bcl10
DYNC2H1	Dync2h1
MMP28	Mmp28
VWA2	Vwa2
RPGRIP1	Rpgrip1
RPGRIP1L	Rpgrip1l
NLGN4X	Nlgn4l
IFI35	Ifi35
MYBPC2	Mybpc2
PPFIA3	Ppfia3
SYBU	Sybu
GPR75	Gpr75
PSME4	Psme4
ABLIM2	Ablim2
AFAP1	Afap1
ODAD2	Odad2
MAP3K8	Map3k8
UGT1A1	Ugt1a1
AQP7	Aqp7
AQP4	Aqp4
UGT2B10	Ugt2b34
UGT2A1	Ugt2a1
UGT2A2	Ugt2a2
WDPCP	Wdpcp
SANBR	Sanbr
ANKRD1	Ankrd1
UGT2B15	Ugt2b38
UGT2A3	Ugt2a3
EHBP1	Ehbp1
KCNK18	Kcnk18
HECTD2	Hectd2
B4GALNT4	B4galnt4
FAXC	Faxc
RASSF3	Rassf3
IDS	Ids
FJX1	Fjx1
BRSK2	Brsk2
ABTB2	Abtb2
TTC17	Ttc17
ACAN	Acan
AEN	Aen
ISG20	Isg20
POMT1	Pomt1
EPGN	Epgn
FKTN	Fktn
POMGNT1	Pomgnt1
POMT2	Pomt2
MAP1A	Map1a
PPIP5K1	Ppip5k1
ALDH1L2	Aldh1l2
PTPN3	Ptpn3
SLC41A2	Slc41a2
C12orf73	1190007I07Rik
WASHC4	Washc4
VMAC	Vmac
NRTN	Nrtn
C19orf25	2310011J03Rik
NR2F6	Nr2f6
HIP1	Hip1
NOPCHAP1	Nopchap1
NDST4	Ndst4
NDST3	Ndst3
NDST2	Ndst2
NDST1	Ndst1
CHPF	Chpf
DYRK1B	Dyrk1b
PCDH19	Pcdh19
DOCK3	Dock3
PDZD7	Pdzd7
PIGU	Pigu
HBEGF	Hbegf
POLR2E	Polr2e
KCNG2	Kcng2
CCDC88A	Ccdc88a
SEMA6D	Sema6d
UGT1A4	Ugt1a5
UGT1A10	Ugt1a9
UGT1A6	Ugt1a6b
UGT1A3	Ugt1a2
OLIG1	Olig1
TXNDC16	Txndc16
ROCK1	Rock1
KIRREL3	Kirrel3
ARHGEF25	Arhgef25
SMARCC2	Smarcc2
PLK2	Plk2
PLK3	Plk3
MAD1L1	Mad1l1
CENPH	Cenph
LARP4	Larp4
MRAP2	Mrap2
DIP2B	Dip2b
PTPRQ	Ptprq
STX1A	Stx1a
ADCY1	Adcy1
RNF5	Rnf5
SNX20	Snx20
CPNE8	Cpne8
EPHA3	Epha3
NTRK3	Ntrk3
ITGB6	Itgb6
AATK	Aatk
BAIAP2	Baiap2
ABL1	Abl1
CADPS	Cadps
FES	Fes
LMTK2	Lmtk2
CACHD1	Cachd1
ARSI	Arsi
MAML1	Maml1
KCNC3	Kcnc3
GDF2	Gdf2
KCNC1	Kcnc1
SUPT16H	Supt16
KCNC2	Kcnc2
KCNC4	Kcnc4
ANAPC10	Anapc10
PCSK6	Pcsk6
TARS3	Tarsl2
RAB9B	Rab9b
SOWAHA	Sowaha
AFF4	Aff4
SNED1	Sned1
KLHL30	Klhl30
KIF1A	Kif1a
CYP7A1	Cyp7a1
JAKMIP3	Jakmip3
MYH7B	Myh7b
FRMPD3	Frmpd3
HDGFL2	Hdgfl2
AFAP1L2	Afap1l2
NHLRC2	Nhlrc2
CCDC186	Ccdc186
NEURL4	Neurl4
ZBTB4	Zbtb4
TSHZ3	Tshz3
DPY19L3	Dpy19l3
ARFGEF1	Arfgef1
TNRC18	Tnrc18
FSCN1	Fscn1
ADRB2	Adrb2
ADRB3	Adrb3
ZC3H4	Zc3h4
ADRB1	Adrb1
KCTD20	Kctd20
INPP5K	Inpp5k
RILP	Rilp
GIT1	Git1
AQP1	Aqp1
ASXL2	Asxl2
MS4A12	Ms4a12
MS4A10	Ms4a10
MS4A6A	Ms4a6b
MS4A4A	Ms4a4a
MS4A8	Ms4a8a
MS4A3	Ms4a3
MS4A15	Ms4a15
MS4A2	Ms4a2
MS4A18	Ms4a18
TMEM176B	Tmem176b
TMEM176A	Tmem176a
TYMP	Tymp
FOXQ1	Foxq1
ENTPD5	Entpd5
CCDC88C	Ccdc88c
PEAK1	Peak1
NINJ2	Ninj2
BTBD16	Btbd16
SOD2	Sod2
SOX13	Sox13
NFASC	Nfasc
SP9	Sp9
ALDH1L1	Aldh1l1
COX5B	Cox5b
ARID5A	Arid5a
BCAM	Bcam
UBE2N	Ube2n
DFFA	Dffa
PSMC3	Psmc3
COX7C	Cox7c
PLEKHO1	Plekho1
POGZ	Pogz
TTBK1	Ttbk1
PRUNE1	Prune1
SEC24D	Sec24d
ARMC6	Armc6
CTAGE1	Mia2
PRORP	Prorp
OVOL1	Ovol1
OVOL2	Ovol2
PTPRE	Ptpre
CHRDL2	Chrdl2
GANAB	Ganab
INTS5	Ints5
NPHP3	Nphp3
TEPSIN	Tepsin
BAHCC1	Bahcc1
BICRAL	Bicral
DDX24	Ddx24
GBP6	Gbp10
GBP7	Gbp7
GBP5	Gbp5
GBP2	Gbp2b
GBP4	Gbp3
GBP1	Gbp2
RECK	Reck
GPR137B	Gpr137b
CCNJ	Ccnj
MYPN	Mypn
TNFSF13B	Tnfsf13b
CD40	Cd40
CACTIN	Cactin
NAGLU	Naglu
PROK2	Prok2
IL13	Il13
GTF2IRD1	Gtf2ird1
CLIP2	Clip2
CD40LG	Cd40lg
ITGB7	Itgb7
B4GALNT1	B4galnt1
POLN	Poln
C1QB	C1qb
C1QC	C1qc
C1QA	C1qa
SYN2	Syn2
GABRB3	Gabrb3
GABARAPL1	Gabarapl1
ITGA10	Itga10
ATP10A	Atp10a
TICRR	Ticrr
MAN2C1	Man2c1
PTPRD	Ptprd
TNFRSF18	Tnfrsf18
B3GALT6	B3galt6
PCARE	Pcare
SLC1A1	Slc1a1
SLC1A6	Slc1a6
MEGF6	Megf6
PLCH2	Plch2
CFHR3	Cfhr2
F13B	F13b
CFHR1	Cfhr1
CEP72	Cep72
MTRR	Mtrr
MARCHF6	Marchf6
PRODH	Prodh
CLP1	Clp1
SCARF2	Scarf2
ZBTB16	Zbtb16
GPR174	Gpr174
COL4A1	Col4a1
COL4A5	Col4a5
COL4A4	Col4a4
TMEFF2	Tmeff2
HECW2	Hecw2
COL4A3	Col4a3
ABCF2	Abcf2
ARPC3	Arpc3
BZW1	Bzw1
TNS2	Tns2
COL4A6	Col4a6
CLTB	Cltb
FOXJ3	Foxj3
LUM	Lum
UIMC1	Uimc1
SLC34A1	Slc34a1
GRK6	Grk6
DBN1	Dbn1
DOK3	Dok3
RGS14	Rgs14
TM9SF4	Tm9sf4
IMPG1	Impg1
USP38	Usp38
ANKRD13D	Ankrd13d
KDM3B	Kdm3b
KDM2A	Kdm2a
PROP1	Prop1
CCDC33	Ccdc33
SPACA4	Spaca4
ARHGEF6	Arhgef6
CPLX3	Cplx3
MRPL42	Mrpl42
PLCB2	Plcb2
SPG11	Spg11
CPLX4	Cplx4
PTPN18	Ptpn18
PTPN4	Ptpn4
PTPN13	Ptpn13
PTPN20	Ptpn20
PTPN11	Ptpn11
PTPN9	Ptpn9
LINS1	Lins1
LRRK1	Lrrk1
ADAP2	Adap2
PTPRO	Ptpro
FBXW10	Fbxw10
SPECC1	Specc1
TIMM22	Timm22
PTPN2	Ptpn2
UVSSA	Uvssa
MAPK8IP1	Mapk8ip1
SRPK3	Srpk3
CPA6	Cpa6
GPAM	Gpam
DNMBP	Dnmbp
CXCL5	Cxcl5
TCERG1	Tcerg1
PPP2R2B	Ppp2r2b
HBQ1	Hbq1a
PTPN5	Ptpn5
PTPRT	Ptprt
SCAP	Scap
PTPRB	Ptprb
PTPN22	Ptpn22
EDAR	Edar
EDA	Eda
TNFRSF9	Tnfrsf9
TNFSF18	Tnfsf18
TNFSF14	Tnfsf14
PUSL1	Pusl1
SLC1A7	Slc1a7
MMEL1	Mmel1
CFH	Cfh
ABCC6	Abcc6
PTK7	Ptk7
CEP20	Cep20
ABCC1	Abcc1
RGL3	Rgl3
RASAL3	Rasal3
HSD11B1	Hsd11b1
PHLDB3	Phldb3
CCDC175	Ccdc175
POLR1G	Cd3eap
CDR2	Cdr2
MOSMO	Mosmo
PRR13	Prr13
F2RL1	F2rl1
RXFP1	Rxfp1
TTC37	Ttc37
MCTP1	Mctp1
KIAA0825	2210408I21Rik
MFN2	Mfn2
RNF167	Rnf167
AP1M1	Ap1m1
GPHN	Gphn
F2RL2	F2rl2
CSRNP2	Csrnp2
P4HTM	P4htm
CASS4	Cass4
FAM120A	Fam120a
PPP1R3D	Ppp1r3d
PRRC2B	Prrc2b
NUP214	Nup214
QSOX2	Qsox2
GPSM1	Gpsm1
SAMD5	Samd5
AFF1	Aff1
CXorf65	Gm614
PLEKHG5	Plekhg5
SMC6	Smc6
KCNK7	Kcnk7
EML3	Eml3
PELI3	Peli3
OST4	Ost4
TMEM214	Tmem214
OSBPL8	Osbpl8
GLIPR1	Glipr1
AKT3	Akt3
PELI1	Peli1
SMOC1	Smoc1
ALG10	Alg10b
FAM161A	Fam161a
PDZD8	Pdzd8
ABCC5	Abcc5
MAP2K4	Map2k4
MAP2K7	Map2k7
NFIL3	Nfil3
HLF	Hlf
MRPL52	Mrpl52
ONECUT3	Onecut3
PPP2R5B	Ppp2r5b
MTPAP	Mtpap
SSBP3	Ssbp3
ABHD16A	Abhd16a
ABHD16B	Abhd16b
DLGAP4	Dlgap4
XRRA1	Xrra1
SHARPIN	Sharpin
TMEM26	Tmem26
SYNPO2	Synpo2
USP53	Usp53
RAP1GDS1	Rap1gds1
ANGPT4	Angpt4
STMN3	Stmn3
XKR8	Xkr8
ANKS1A	Anks1
MICAL2	Mical2
CYP2R1	Cyp2r1
MICALL2	Micall2
MICALL1	Micall1
SLC43A3	Slc43a3
CTNND1	Ctnnd1
SLC16A6	Slc16a6
P2RY12	P2ry12
P2RY13	P2ry13
RNF212	Rnf212
JAKMIP1	Jakmip1
DGKE	Dgke
C17orf67	Gm525
STEAP4	Steap4
HAUS3	Haus3
CABLES1	Cables1
SLC25A38	Slc25a38
ZBTB24	Zbtb24
TMIE	Tmie
L3MBTL4	L3mbtl4
TMEM200C	Tmem200c
RINL	Rinl
LHFPL4	Lhfpl4
MEOX2	Meox2
ZNF212	Zfp212
ZNF574	Zfp574
EVI5	Evi5
KL	Kl
CCL25	Ccl25
LAMC2	Lamc2
ADAMTS3	Adamts3
LRRC18	Lrrc18
CDKN2D	Cdkn2d
RPS19BP1	Rps19bp1
CCDC66	Ccdc66
IP6K1	Ip6k1
IP6K3	Ip6k3
ATP6AP1L	Atp6ap1l
CEP83	Cep83
POT1	Pot1a
ECRG4	Ecrg4
MAN2A2	Man2a2
SLC19A1	Slc19a1
UBE2O	Ube2o
MGRN1	Mgrn1
LAT	Lat
DCHS2	Dchs2
PXMP4	Pxmp4
BMERB1	Bmerb1
PIK3R6	Pik3r6
NAT8	Nat8f6
CBS	Cbs
PITPNC1	Pitpnc1
GUSB	Gusb
RCOR2	Rcor2
HACE1	Hace1
LYN	Lyn
ETS1	Ets1
RASA1	Rasa1
PPP1CA	Ppp1ca
FH	Fh1
SEMA4C	Sema4c
LRRC3B	Lrrc3b
CD276	Cd276
RAB5C	Rab5c
RAB7A	Rab7
RAB9A	Rab9
RAB10	Rab10
RAB11A	Rab11a
RAB11B	Rab11b
RAB12	Rab12
RAB14	Rab14
RAB15	Rab15
RAB18	Rab18
RAB20	Rab20
RAB23	Rab23
RAB24	Rab24
RAB25	Rab25
RAB27A	Rab27a
RAB28	Rab28
RAB30	Rab30
RAB33A	Rab33a
RAB33B	Rab33b
RAB34	Rab34
RAB35	Rab35
RAB39B	Rab39b
RAB40C	Rab40c
RAB42	Rab42
RAB43	Rab43
RAB1A	Rab1a
RAB2A	Rab2a
IRF2BPL	Irf2bpl
CHUK	Chuk
CDKN2B	Cdkn2b
CDKN2A	Cdkn2a
SPRED1	Spred1
APOA4	Apoa4
KANK3	Kank3
KANK4	Kank4
PACC1	Pacc1
GBGT1	Gbgt1
PACSIN2	Pacsin2
ARF1	Arf1
LAMP1	Lamp1
BIN1	Bin1
EHD1	Ehd1
EHD2	Ehd2
RAB1B	Rab1b
RAB3A	Rab3a
RAB4B	Rab4b
RAB5A	Rab5a
RAB5B	Rab5b
RAB6A	Rab6a
SRSF10	Srsf10
IGSF9	Igsf9
FRMPD4	Frmpd4
ALG5	Alg5
GALNT3	Galnt3
PPP1R27	Ppp1r27
PHTF2	Phtf2
SMAD9	Smad9
PWWP3A	Pwwp3a
PWWP3B	Pwwp3b
RFC1	Rfc1
CYP3A4	Cyp3a59
CYP3A43	Cyp3a16
HSPB7	Hspb7
IFI44	Ifi44
IFI44L	Ifi44l
SLC35A3	Slc35a3
HDAC8	Hdac8
FOXO6	Foxo6
ICAM4	Icam4
TCAM1P	Tcam1
ICAM2	Icam2
GIMAP8	Gimap8
H3-3B	H3f3b
SLC27A2	Slc27a2
NLRP4	Nlrp4a
NLRP12	Nlrp12
NLRP3	Nlrp3
NLRP9	Nlrp9c
NLRP2	Nlrp2
NLRP5	Nlrp5
NLRP6	Nlrp6
NLRP14	Nlrp14
CYTH1	Cyth1
MBL1P	Mbl1
SFTPD	Sftpd
PLA1A	Pla1a
PDXK	Pdxk
ZBED6	Zbed6
PTAR1	Ptar1
TMC2	Tmc2
ARID4B	Arid4b
NINL	Ninl
PAOX	Paox
APCS	Apcs
ENDOD1	Endod1
HP	Hp
CYP46A1	Cyp46a1
INTS3	Ints3
SLC37A4	Slc37a4
ZNF184	Zfp184
EGLN1	Egln1
COL19A1	Col19a1
NPAS4	Npas4
DLEU7	Dleu7
PAFAH1B3	Pafah1b3
SIGLEC15	Siglec15
CFAP74	Cfap74
EBF3	Ebf3
C16orf89	AU021092
RIIAD1	Riiad1
CCS	Ccs
MATR3	Matr3
PKD1L2	Pkd1l2
FBXO11	Fbxo11
SCG5	Scg5
CCDC134	Ccdc134
EBF1	Ebf1
MDFIC	Mdfic
CD44	Cd44
AGBL4	Agbl4
CAMK2N1	Camk2n1
PLXDC1	Plxdc1
MTMR3	Mtmr3
SIKE1	Sike1
SOGA3	Soga3
KIAA0408	9330159F19Rik
TMEM236	Tmem236
HTRA2	Htra2
GRM3	Grm3
CAVIN4	Cavin4
PAPPA2	Pappa2
IRF1	Irf1
ACBD5	Acbd5
C2orf88	1700019D03Rik
PHKA1	Phka1
COL11A1	Col11a1
SLC4A5	Slc4a5
GPR142	Gpr142
METTL7A	Mettl7a1
DYNLRB1	Dynlrb1
TRHDE	Trhde
IMPG2	Impg2
ZWINT	Zwint
LSP1	Lsp1
CFAP418	Cfap418
ALKBH3	Alkbh3
TBC1D12	Tbc1d12
TMC1	Tmc1
PRF1	Prf1
TMEM107	Tmem107
ADGRE2	Adgre5
BASP1	Basp1
CASTOR1	Castor1
PNPLA7	Pnpla7
ELOB	Elob
TDRD9	Tdrd9
SVOP	Svop
PON2	Pon2
PON3	Pon3
OSCP1	Oscp1
CFAP77	Cfap77
ISCU	Iscu
SPOPL	Spopl
CCHCR1	Cchcr1
MSRB1	Msrb1
MS4A1	Ms4a1
CD59	Cd59b
NAA40	Naa40
GIMAP4	Gimap4
PIP4P1	Pip4p1
CCSAP	Ccsap
C11orf96	Gm13889
TNFRSF14	Tnfrsf14
FGFBP1	Fgfbp1
CCDC136	Ccdc136
IQCB1	Iqcb1
MUTYH	Mutyh
INO80E	Ino80e
ALX1	Alx1
GUCY1B1	Gucy1b1
PLIN5	Plin5
PLIN3	Plin3
NADSYN1	Nadsyn1
PLLP	Pllp
SOCS1	Socs1
S100A10	S100a10
FLRT2	Flrt2
TMEM8B	Tmem8b
PTHLH	Pthlh
POM121	Pom121
POM121L2	Pom121l2
PARD3B	Pard3b
ACY1	Acy1
IFIT3	Ifit3
IFIT2	Ifit2
IFIT1	Ifit1
IFIT1B	Ifit1bl2
B3GNT2	B3gnt2
TRIQK	Triqk
PPT2	Ppt2
LSM10	Lsm10
FBXW12	Fbxw22
NPFFR1	Npffr1
EDN3	Edn3
MYBPH	Mybph
MYBPHL	Mybphl
DIO3	Dio3
POU2F2	Pou2f2
MGMT	Mgmt
DNAH5	Dnah5
DNAH8	Dnah8
DGKZ	Dgkz
RNF225	Rnf225
RNF183	Rnf183
GSR	Gsr
EFEMP1	Efemp1
S100B	S100b
MICA	Mill2
HFE	Hfe
AZGP1	Azgp1
DNM1L	Dnm1l
RBM28	Rbm28
KCNB1	Kcnb1
ADAMTS8	Adamts8
MACROH2A2	Macroh2a2
PTX3	Ptx3
FYCO1	Fyco1
TDRD1	Tdrd1
TSTD1	Tstd1
ZNHIT3	Znhit3
ARHGEF4	Arhgef4
ZNF521	Zfp521
ZBTB7A	Zbtb7a
CSRP3	Csrp3
DNAJC28	Dnajc28
FAM117A	Fam117a
CREB5	Creb5
XPA	Xpa
GTF2H3	Gtf2h3
TNRC6C	Tnrc6c
S100Z	S100z
LIMK2	Limk2
CCR7	Ccr7
TPD52L2	Tpd52l2
NPM3	Npm3
PRKDC	Prkdc
TNFAIP8L2	Tnfaip8l2
MTPN	Mtpn
CRP	Crp
MPTX1	Mptx1
KCNJ6	Kcnj6
DUSP8	Dusp8
INMT	Inmt
NNMT	Nnmt
PNMT	Pnmt
C15orf39	1700017B05Rik
WBP1	Wbp1
CTIF	Ctif
E2F3	E2f3
UBASH3A	Ubash3a
UBASH3B	Ubash3b
KIF21A	Kif21a
GPR20	Gpr20
WFIKKN2	Wfikkn2
OGFOD3	Ogfod3
LRRC17	Lrrc17
SPAG9	Spag9
PALM2AKAP2	Pakap
PLAC8	Plac8
SRPK2	Srpk2
ECHDC2	Echdc2
DUSP13	Dusp13
PROCA1	Proca1
PLA2G3	Pla2g3
YPEL2	Ypel2
CSDC2	Csdc2
FAM222B	Fam222b
GALNT17	Galnt17
NAMPT	Nampt
SYPL1	Sypl
STXBP4	Stxbp4
IQUB	Iqub
GRM8	Grm8
FGD4	Fgd4
NTNG2	Ntng2
ARHGAP9	Arhgap9
NPC1L1	Npc1l1
THPO	Thpo
SUSD4	Susd4
BRD8	Brd8
GFRA3	Gfra3
SHPRH	Shprh
NUMA1	Numa1
CDHR5	Cdhr5
XYLT1	Xylt1
PITRM1	Pitrm1
CFTR	Cftr
KIF6	Kif6
UBC	Ubc
UBB	Ubb
SLC16A2	Slc16a2
MICU1	Micu1
YAP1	Yap1
PDE3B	Pde3b
PTP4A3	Ptp4a3
GABRA5	Gabra5
IGSF21	Igsf21
HSPB8	Hspb8
SLC2A2	Slc2a2
JAM2	Jam2
MPEG1	Mpeg1
RPL10A	Rpl10a
TMEM88	Tmem88
CLDN5	Cldn5
SNX5	Snx5
MTM1	Mtm1
DYSF	Dysf
DNM2	Dnm2
EEA1	Eea1
RAB21	Rab21
EPG5	Epg5
IL15RA	Il15ra
ABHD10	Abhd10
SFMBT1	Sfmbt1
PARP10	Parp10
PRR5	Prr5
PIBF1	Pibf1
RPL37	Rpl37rt
DNAL1	Dnal1
DKK3	Dkk3
KLF9	Klf9
TSHR	Tshr
TBC1D9	Tbc1d9
ARL10	Arl10
MAP1LC3B	Map1lc3b
TRPS1	Trps1
SDC3	Sdc3
MAP1LC3A	Map1lc3a
TCF21	Tcf21
HTRA3	Htra3
TAOK2	Taok2
CCDC39	Ccdc39
TLCD3B	Tlcd3b
WNK4	Wnk4
FAM171A2	Fam171a2
AGO2	Ago2
CNTD1	Cntd1
GFRAL	Gfral
CBX6	Cbx6
ARMC3	Armc3
NCOR1	Ncor1
TECTB	Tectb
ATOH8	Atoh8
CARTPT	Cartpt
OMG	Omg
MRPL16	Mrpl16
HSPA1A	Hspa1a
HSPA1L	Hspa1l
HSPA1B	Hspa1b
LCMT2	Lcmt2
TTLL4	Ttll4
TTLL2	Ttll2
TTLL5	Ttll5
TTLL9	Ttll9
RPRD2	Rprd2
ADAMTSL4	Adamtsl4
PDPR	Pdpr
TAPBP	Tapbp
MYL12A	Myl12a
OXTR	Oxtr
TOX3	Tox3
FOXN2	Foxn2
WIPF1	Wipf1
GPR155	Gpr155
MID1	Mid1
ABCB5	Abcb5
SPRED2	Spred2
FSCN2	Fscn2
CC2D1A	Cc2d1a
EFCAB7	Efcab7
AGAP3	Agap3
NOCT	Noct
PWWP2B	Pwwp2b
MMP20	Mmp20
PROSER1	Proser1
CEP152	Cep152
DUOXA2	Duoxa2
DUOXA1	Duoxa1
SLX9	Fam207a
COX8BP	Cox8b
C3orf14	3830406C13Rik
ZNF219	Zfp219
ARHGEF40	Arhgef40
TEX9	Tex9
FHOD1	Fhod1
CLN6	Cln6
B4GALT3	B4galt3
TMEM97	Tmem97
PIPOX	Pipox
PHF12	Phf12
SEZ6	Sez6
SPINK2	Spink2
TUB	Tub
L3MBTL1	L3mbtl1
NR0B2	Nr0b2
ORAI1	Orai1
LRRC75B	Lrrc75b
SVEP1	Svep1
MMP25	Mmp25
TOPORS	Topors
COL5A3	Col5a3
CCDC28A	Ccdc28a
INTU	Intu
RNF39	Rnf39
TRIM40	Trim40
TRIM34	Trim34a
MEFV	Mefv
TRIM6	Trim6
TRIML2	Triml2
TRIM5	Trim5
TRIM10	Trim10
TRIM61	Trim61
TRIML1	Triml1
TRAF3IP2	Traf3ip2
RAB3IL1	Rab3il1
SVIL	Svil
ANKRD49	Ankrd49
UEVLD	Uevld
DCDC2B	Dcdc2b
DCDC2	Dcdc2a
LATS2	Lats2
RNF145	Rnf145
MYOZ3	Myoz3
HMGXB3	Hmgxb3
LGR4	Lgr4
FBXL17	Fbxl17
HOOK3	Hook3
BBLN	Bbln
KLF4	Klf4
CHRNG	Chrng
CHRNE	Chrne
FAM89A	Fam89a
ZC2HC1C	Zc2hc1c
RPS6KL1	Rps6kl1
VASH1	Vash1
ANGEL1	Angel1
ERG28	Erg28
SPATA5	Spata5
FAT2	Fat2
FAM193B	Fam193b
MBLAC1	Mblac1
TRAPPC14	Trappc14
FAM183A	Fam183b
CLEC3A	Clec3a
AMBRA1	Ambra1
MPPED1	Mpped1
ETFBKMT	Etfbkmt
TCF4	Tcf4
SH3BP5	Sh3bp5
HCAR2	Hcar2
HCAR1	Hcar1
NANOG	Nanog
WNT6	Wnt6
ALKAL2	Alkal2
TRPM6	Trpm6
RBFOX3	Rbfox3
P2RY2	P2ry2
SPATA17	Spata17
ANK2	Ank2
PDE1C	Pde1c
GABRA3	Gabra3
PEX5L	Pex5l
JCAD	Jcad
