GeneName	MGI_id	FeatureType	HumanGeneName
Zkscan3	MGI:1919989	Gene	ZKSCAN3
Tmem161b	MGI:1919995	Gene	TMEM161B
Ttc39c	MGI:1919997	Gene	TTC39C
Hdhd3	MGI:1919998	Gene	HDHD3
Tonsl	MGI:1919999	Gene	TONSL
Fam117b	MGI:1920000	Gene	FAM117B
2810442N19Rik	MGI:1920003	Gene	
Arhgef10l	MGI:1920004	Gene	ARHGEF10L
Tmem135	MGI:1920009	Gene	TMEM135
Csnk1g2	MGI:1920014	Gene	CSNK1G2
Topbp1	MGI:1920018	Gene	TOPBP1
Tmem216	MGI:1920020	Gene	TMEM216
Neil1	MGI:1920024	Gene	NEIL1
Fance	MGI:1920025	Gene	FANCE
Sass6	MGI:1920026	Gene	SASS6
Dnajc22	MGI:1920028	Gene	DNAJC22
Rspo3	MGI:1920030	Gene	RSPO3
Tdp1	MGI:1920036	Gene	TDP1
Ndc1	MGI:1920037	Gene	NDC1
Veph1	MGI:1920039	Gene	VEPH1
Ssbp1	MGI:1920040	Gene	SSBP1
2810459M11Rik	MGI:1920042	Gene	C2orf72
Ttc19	MGI:1920045	Gene	TTC19
Lhfp	MGI:1920048	Gene	LHFPL6
Zfp839	MGI:1920055	Gene	ZNF839
Zfp429	MGI:1920057	Gene	ZNF254
2810454H06Rik	MGI:1920063	Gene	
2810471M01Rik	MGI:1920068	Gene	
2810455O05Rik	MGI:1920072	Gene	
2810457G06Rik	MGI:1920074	Gene	
Mon1a	MGI:1920075	Gene	MON1A
Fam76b	MGI:1920076	Gene	FAM76B
Ubash3b	MGI:1920078	Gene	UBASH3B
Dhx30	MGI:1920081	Gene	DHX30
Crtac1	MGI:1920082	Gene	CRTAC1
Cerox1	MGI:1920084	Gene	
Pot1b	MGI:1920086	Gene	POT1
Prdm4	MGI:1920093	Gene	PRDM4
Kctd17	MGI:1920094	Gene	KCTD17
2900024J01Rik	MGI:1920100	Gene	
Mblac2	MGI:1920102	Gene	MBLAC2
2900024D18Rik	MGI:1920105	Gene	
Cox15	MGI:1920112	Gene	COX15
2900018N21Rik	MGI:1920114	Gene	
Rtl8c	MGI:1920115	Gene	RTL8A
Pfn4	MGI:1920121	Gene	PFN4
Bbof1	MGI:1920123	Gene	BBOF1
2900027M19Rik	MGI:1920130	Gene	
Zdhhc4	MGI:1920131	Gene	ZDHHC4
Yju2	MGI:1920136	Gene	YJU2
2900009J06Rik	MGI:1920137	Gene	
2900040C04Rik	MGI:1920143	Gene	
Ccdc13	MGI:1920144	Gene	CCDC13
Setd5	MGI:1920145	Gene	SETD5
Asphd2	MGI:1920148	Gene	ASPHD2
Macrod2	MGI:1920149	Gene	MACROD2
Ndufv2	MGI:1920150	Gene	NDUFV2
Spock3	MGI:1920152	Gene	SPOCK3
2900035J10Rik	MGI:1920155	Gene	
Chmp1a	MGI:1920159	Gene	CHMP1A
Anln	MGI:1920174	Gene	ANLN
Marchf1	MGI:1920175	Gene	MARCHF1
Hepacam	MGI:1920177	Gene	HEPACAM
Dip2c	MGI:1920179	Gene	DIP2C
Ppp2r2b	MGI:1920180	Gene	PPP2R2B
Swi5	MGI:1920181	Gene	SWI5
Ddx41	MGI:1920185	Gene	DDX41
Hspb11	MGI:1920188	Gene	HSPB11
2900026A02Rik	MGI:1920194	Gene	KIAA1671
Lrrc47	MGI:1920196	Gene	LRRC47
Phykpl	MGI:1920197	Gene	PHYKPL
Tppp	MGI:1920198	Gene	TPPP
Ccnt2	MGI:1920199	Gene	CCNT2
2900022M07Rik	MGI:1920201	Gene	
2900042K21Rik	MGI:1920203	Gene	
2900045O20Rik	MGI:1920205	Gene	
Zfp493	MGI:1920208	Gene	ZNF195
Lonrf2	MGI:1920209	Gene	LONRF2
Top1mt	MGI:1920210	Gene	TOP1MT
Slc17a7	MGI:1920211	Gene	SLC17A7
Tymp	MGI:1920212	Gene	TYMP
2900069G24Rik	MGI:1920218	Gene	
Etaa1os	MGI:1920221	Gene	
Fbxo47	MGI:1920223	Gene	FBXO47
2900064K03Rik	MGI:1920226	Gene	
Cnih3	MGI:1920228	Gene	CNIH3
Wdr11	MGI:1920230	Gene	WDR11
Thap12	MGI:1920231	Gene	THAP12
Tmem138	MGI:1920232	Gene	TMEM138
Ciz1	MGI:1920234	Gene	CIZ1
2900076A07Rik	MGI:1920242	Gene	
Appl1	MGI:1920243	Gene	APPL1
Kantr	MGI:1920247	Gene	KANTR
Zfp426	MGI:1920248	Gene	ZNF426
Insig2	MGI:1920249	Gene	INSIG2
2900078I11Rik	MGI:1920254	Gene	
Rnf169	MGI:1920257	Gene	RNF169
2900057B20Rik	MGI:1920259	Gene	
Gpr22	MGI:1920260	Gene	GPR22
2900060L22Rik	MGI:1920261	Gene	
Kremen2	MGI:1920266	Gene	KREMEN2
2900079G21Rik	MGI:1920268	Gene	
Emc7	MGI:1920274	Gene	EMC7
2900060N12Rik	MGI:1920281	Gene	
Ttc9b	MGI:1920282	Gene	TTC9B
2900072N19Rik	MGI:1920283	Gene	
2900052N01Rik	MGI:1920290	Gene	
2900064F13Rik	MGI:1920293	Gene	
Glrx5	MGI:1920296	Gene	GLRX5
Camk2n2	MGI:1920297	Gene	CAMK2N2
2900076G11Rik	MGI:1920302	Gene	
Srrm3	MGI:1920309	Gene	SRRM3
Cldn34c1	MGI:1920311	Gene	CLDN34
Ppp1r16a	MGI:1920312	Gene	PPP1R16A
2900092O11Rik	MGI:1920315	Gene	
Tmem192	MGI:1920317	Gene	TMEM192
Fut11	MGI:1920318	Gene	FUT11
Fhad1	MGI:1920323	Gene	FHAD1
Ppil6	MGI:1920325	Gene	PPIL6
3100003L05Rik	MGI:1920326	Gene	
Pmpcb	MGI:1920328	Gene	PMPCB
3110009M11Rik	MGI:1920329	Pseudogene	
Pak5	MGI:1920334	Gene	PAK5
Rps6ka5	MGI:1920336	Gene	RPS6KA5
2900092C05Rik	MGI:1920340	Gene	C19orf18
3110006O06Rik	MGI:1920343	Gene	
Sgip1	MGI:1920344	Gene	SGIP1
Slc25a42	MGI:1920345	Gene	SLC25A42
Dact2	MGI:1920347	Gene	DACT2
2900092D14Rik	MGI:1920350	Gene	
Slc22a23	MGI:1920352	Gene	SLC22A23
3110009E18Rik	MGI:1920353	Gene	C2orf76
Prss57	MGI:1920356	Gene	PRSS57
2900092N22Rik	MGI:1920357	Gene	
Abracl	MGI:1920362	Gene	ABRACL
Rflna	MGI:1920371	Gene	RFLNA
Golim4	MGI:1920374	Gene	GOLIM4
3110037C07Rik	MGI:1920375	Gene	
3110015C05Rik	MGI:1920379	Gene	
Slc25a16	MGI:1920382	Gene	SLC25A16
3110021N24Rik	MGI:1920383	Gene	
Cenpv	MGI:1920389	Gene	CENPV
3110031N09Rik	MGI:1920391	Gene	
Wdr37	MGI:1920393	Gene	WDR37
Mir100hg	MGI:1920394	Gene	MIR100HG
Clec4a3	MGI:1920399	Gene	CLEC4A
Rdh14	MGI:1920402	Gene	RDH14
Gulp1	MGI:1920407	Gene	GULP1
3110018I06Rik	MGI:1920410	Gene	
Otud3	MGI:1920412	Gene	OTUD3
Tm7sf2	MGI:1920416	Gene	TM7SF2
Arhgap8	MGI:1920417	Gene	ARHGAP8
Rwdd3	MGI:1920420	Gene	RWDD3
Trmt10a	MGI:1920421	Gene	TRMT10A
Exo5	MGI:1920422	Gene	EXO5
Pcdh18	MGI:1920423	Gene	PCDH18
Tbkbp1	MGI:1920424	Gene	TBKBP1
3110040M04Rik	MGI:1920426	Gene	
Wasl	MGI:1920428	Gene	WASL
Nfatc4	MGI:1920431	Gene	NFATC4
Pear1	MGI:1920432	Gene	PEAR1
3110053B16Rik	MGI:1920435	Gene	
3110067G11Rik	MGI:1920437	Gene	
3110062G12Rik	MGI:1920438	Gene	
Fezf1	MGI:1920441	Gene	FEZF1
Xpot	MGI:1920442	Gene	XPOT
3110043J17Rik	MGI:1920443	Gene	
3110067C02Rik	MGI:1920452	Pseudogene	
Zzz3	MGI:1920453	Gene	ZZZ3
3110056K07Rik	MGI:1920454	Gene	
C9orf72	MGI:1920455	Gene	C9orf72
3110083C13Rik	MGI:1920458	Gene	
Nup54	MGI:1920460	Gene	NUP54
3110082I17Rik	MGI:1920462	Gene	C7orf50
Nwd2	MGI:1920464	Gene	NWD2
B9d1os	MGI:1920466	Gene	
Sppl2b	MGI:1920468	Gene	SPPL2B
3110080E11Rik	MGI:1920469	Gene	
Fam118a	MGI:1920475	Gene	FAM118A
Zfp983	MGI:1920479	Gene	ZNF300
Bmper	MGI:1920480	Gene	BMPER
Zfp942	MGI:1920483	Gene	
Snorc	MGI:1920484	Gene	SNORC
Ptchd4	MGI:1920485	Gene	PTCHD4
3110080O07Rik	MGI:1920491	Gene	
Prl8a1	MGI:1920494	Gene	PRL
Rassf6	MGI:1920496	Gene	RASSF6
Mrgbp	MGI:1920497	Gene	MRGBP
1600015H23Rik	MGI:1920498	Gene	
1600017P15Rik	MGI:1920499	Gene	
Ceacam5	MGI:1920500	Gene	CEACAM21
Setd7	MGI:1920501	Gene	SETD7
1600022D10Rik	MGI:1920502	Gene	
1700026J12Rik	MGI:1920505	Gene	
1700021G15Rik	MGI:1920506	Gene	
1700023C21Rik	MGI:1920507	Gene	
Cib4	MGI:1920509	Gene	CIB4
1700041M05Rik	MGI:1920510	Gene	
1700037C18Rik	MGI:1920511	Gene	C16orf90
1700036O09Rik	MGI:1920512	Gene	
Speer6-ps1	MGI:1920516	Pseudogene	
1700040K01Rik	MGI:1920517	Gene	
1700040P09Rik	MGI:1920518	Gene	
1700041I07Rik	MGI:1920523	Gene	
Gpbp1	MGI:1920524	Gene	GPBP1
1700031P21Rik	MGI:1920528	Gene	
1700023B13Rik	MGI:1920529	Gene	
1700028N14Rik	MGI:1920530	Gene	
1700023G09Rik	MGI:1920531	Gene	
1700034B16Rik	MGI:1920532	Gene	
1700036G14Rik	MGI:1920533	Gene	
Ddit4l	MGI:1920534	Gene	DDIT4L
1700031A10Rik	MGI:1920536	Gene	
Cabcoco1	MGI:1920537	Gene	CABCOCO1
Vps50	MGI:1920538	Gene	VPS50
1700042O05Rik	MGI:1920540	Gene	
Ccdc103	MGI:1920543	Gene	CCDC103
1700040L08Rik	MGI:1920544	Gene	
1700047L14Rik	MGI:1920545	Gene	
Rhobtb3	MGI:1920546	Gene	RHOBTB3
1700034I23Rik	MGI:1920547	Gene	
1700036A12Rik	MGI:1920548	Gene	
1700041G16Rik	MGI:1920549	Gene	
1700031F05Rik	MGI:1920550	Gene	
Ttc29	MGI:1920551	Gene	TTC29
1700031M16Rik	MGI:1920552	Gene	C12orf54
Bcas1os2	MGI:1920553	Gene	
1700034J04Rik	MGI:1920554	Gene	
1700044C05Rik	MGI:1920556	Gene	
1700046C09Rik	MGI:1920557	Gene	
Spanxn4	MGI:1920559	Gene	
1700041A01Rik	MGI:1920562	Gene	
Rpgrip1l	MGI:1920563	Gene	RPGRIP1L
Lrrc69	MGI:1920564	Gene	LRRC69
Calr3	MGI:1920566	Gene	CALR3
1700031F10Rik	MGI:1920567	Gene	
Ube2d2b	MGI:1920568	Gene	UBE2D2
1700047F07Rik	MGI:1920570	Gene	
1700042O10Rik	MGI:1920571	Gene	
1700039E22Rik	MGI:1920572	Gene	
1700047G07Rik	MGI:1920573	Gene	
Clhc1	MGI:1920574	Gene	CLHC1
Pradc1	MGI:1920577	Gene	PRADC1
1700040F15Rik	MGI:1920579	Gene	
1700018P08Rik	MGI:1920580	Gene	
1700034P13Rik	MGI:1920581	Gene	
Ccdc30	MGI:1920582	Gene	CCDC30
Slc25a31	MGI:1920583	Gene	SLC25A31
1700040F17Rik	MGI:1920584	Gene	
1700047K16Rik	MGI:1920585	Gene	
Prss44	MGI:1920586	Gene	PRSS44P
1700042D02Rik	MGI:1920587	Gene	
Itpripl1	MGI:1920588	Gene	ITPRIPL1
1700047G03Rik	MGI:1920589	Gene	
Nptxr	MGI:1920590	Gene	NPTXR
Arhgef6	MGI:1920591	Gene	ARHGEF6
1700034J05Rik	MGI:1920594	Gene	C12orf71
Timm21	MGI:1920595	Gene	TIMM21
1700039I01Rik	MGI:1920596	Gene	
Cldn34b2	MGI:1920597	Gene	CLDN34
1700045H11Rik	MGI:1920598	Gene	
1700042G15Rik	MGI:1920599	Gene	
1700045I11Rik	MGI:1920600	Gene	
1700051K13Rik	MGI:1920602	Gene	
Actrt2	MGI:1920603	Gene	ACTRT2
1700048P04Rik	MGI:1920605	Gene	
1700054O05Rik	MGI:1920606	Gene	
1700054M17Rik	MGI:1920608	Gene	
1700055D16Rik	MGI:1920609	Gene	
Actrt1	MGI:1920610	Gene	ACTRT1
1700061I17Rik	MGI:1920612	Gene	
1700056E22Rik	MGI:1920613	Gene	
1700063H06Rik	MGI:1920614	Gene	
1700049J03Rik	MGI:1920615	Gene	
1700051A21Rik	MGI:1920616	Gene	
Col20a1	MGI:1920618	Gene	COL20A1
Phospho2	MGI:1920623	Gene	PHOSPHO2
1700055L01Rik	MGI:1920624	Gene	
1700057H21Rik	MGI:1920625	Gene	
Tex33	MGI:1920626	Gene	TEX33
1700058P15Rik	MGI:1920627	Gene	
Dcbld2	MGI:1920629	Gene	DCBLD2
Prss52	MGI:1920632	Gene	PRSS52P
1700049L16Rik	MGI:1920633	Pseudogene	
Fam177a	MGI:1920635	Gene	FAM177A1
1700048M11Rik	MGI:1920636	Gene	
1700048O20Rik	MGI:1920637	Gene	
Bpifa3	MGI:1920638	Gene	BPIFA3
Msl3l2	MGI:1920640	Gene	MSL3
1700060J05Rik	MGI:1920641	Gene	
1700056N10Rik	MGI:1920642	Gene	
1700049E15Rik	MGI:1920644	Gene	
1700049E22Rik	MGI:1920645	Gene	
1700048F04Rik	MGI:1920646	Gene	
1700055C04Rik	MGI:1920647	Gene	
Nipsnap3a	MGI:1920648	Gene	
1700060C20Rik	MGI:1920649	Gene	
1700064J06Rik	MGI:1920650	Gene	
1700066O22Rik	MGI:1920651	Gene	
1700055D18Rik	MGI:1920655	Gene	
Tepp	MGI:1920657	Gene	TEPP
1700065L07Rik	MGI:1920658	Gene	
1700065J11Rik	MGI:1920659	Gene	
1700065D16Rik	MGI:1920660	Gene	
Nme8	MGI:1920662	Gene	NME8
1700061A03Rik	MGI:1920664	Gene	
1700049E17Rik1	MGI:1920665	Gene	
1700047O18Rik	MGI:1920668	Gene	
Armt1	MGI:1920669	Gene	ARMT1
Ccsap	MGI:1920670	Gene	CCSAP
Cntrobos	MGI:1920671	Gene	
Prox2	MGI:1920672	Gene	PROX2
1700064H15Rik	MGI:1920674	Gene	
1700060C16Rik	MGI:1920675	Gene	
1700066B17Rik	MGI:1920676	Gene	
Pom121l12	MGI:1920677	Gene	POM121L12
Zfp974	MGI:1920680	Gene	ZNF780B
1700052K11Rik	MGI:1920681	Gene	
1700061N14Rik	MGI:1920682	Gene	
1700048O14Rik	MGI:1920683	Gene	
Tex35	MGI:1920685	Gene	TEX35
1700064F23Rik	MGI:1920687	Gene	
1700061F12Rik	MGI:1920688	Gene	
1700062C10Rik	MGI:1920690	Gene	
Hspa12a	MGI:1920692	Gene	HSPA12A
1700066B19Rik	MGI:1920699	Gene	SMIM33
1700063J08Rik	MGI:1920700	Gene	
Zfp763	MGI:1920701	Gene	ZNF778
1700063O14Rik	MGI:1920702	Gene	
1700067K01Rik	MGI:1920703	Gene	C19orf67
1700063A18Rik	MGI:1920704	Gene	
1700065J18Rik	MGI:1920705	Gene	
Izumo1	MGI:1920706	Gene	IZUMO1
1700064M15Rik	MGI:1920707	Gene	
Aldh3b3	MGI:1920708	Gene	ALDH3B1
1700061H18Rik	MGI:1920711	Gene	
1700052H01Rik	MGI:1920712	Gene	
C2cd6	MGI:1920713	Gene	C2CD6
1700048B10Rik	MGI:1920715	Gene	
Ms4a13	MGI:1920716	Gene	MS4A13
1700066M21Rik	MGI:1920717	Gene	C2orf69
Rnf38	MGI:1920719	Gene	RNF38
Kif2b	MGI:1920720	Gene	KIF2B
1700066N21Rik	MGI:1920721	Gene	
Spata18	MGI:1920722	Gene	SPATA18
Iws1	MGI:1920723	Gene	IWS1
Snhg9	MGI:1920724	Gene	SNHG9
1700067G17Rik	MGI:1920725	Gene	
1700069L16Rik	MGI:1920726	Gene	
1700081H04Rik	MGI:1920727	Gene	
1700074H08Rik	MGI:1920730	Gene	
Prss59	MGI:1920731	Gene	
1700074A21Rik	MGI:1920732	Gene	
1700073E17Rik	MGI:1920734	Pseudogene	
1700071G01Rik	MGI:1920735	Gene	
1700084J12Rik	MGI:1920736	Pseudogene	
1700084M14Rik	MGI:1920737	Gene	
1700080G11Rik	MGI:1920738	Gene	
1700080N15Rik	MGI:1920739	Gene	
Mipol1	MGI:1920740	Gene	MIPOL1
1700085D07Rik	MGI:1920741	Gene	
Samt3	MGI:1920745	Gene	
1700072G22Rik	MGI:1920746	Gene	
1700081B01Rik	MGI:1920750	Gene	
Mbd3l1	MGI:1920753	Gene	MBD3L1
1700071M16Rik	MGI:1920754	Gene	
1700072O05Rik	MGI:1920755	Gene	
Nell1os	MGI:1920765	Gene	
1700086O06Rik	MGI:1920766	Gene	
Pebp4	MGI:1920773	Gene	PEBP4
1700088E04Rik	MGI:1920774	Gene	C22orf23
Speer4b	MGI:1920776	Gene	
1700081N11Rik	MGI:1920778	Gene	
1700072B07Rik	MGI:1920779	Gene	
1700069P05Rik	MGI:1920781	Gene	
Nudt16l2	MGI:1920782	Gene	NUDT16
1700082M22Rik	MGI:1920784	Gene	
1700092K14Rik	MGI:1920786	Gene	
1700105F02Rik	MGI:1920788	Gene	
Tssk5	MGI:1920792	Gene	TSSK5P
Cfap141	MGI:1920795	Gene	CFAP141
Dusp21	MGI:1920797	Gene	DUSP21
1700110I01Rik	MGI:1920799	Gene	
1700105G05Rik	MGI:1920800	Gene	
1700091J24Rik	MGI:1920802	Gene	
1700091H14Rik	MGI:1920803	Gene	
1700092C10Rik	MGI:1920804	Gene	
1700096P03Rik	MGI:1920807	Gene	
1700110K17Rik	MGI:1920808	Gene	
1700106O07Rik	MGI:1920809	Gene	
1700108N06Rik	MGI:1920810	Gene	
1700097M23Rik	MGI:1920811	Gene	
1700100I10Rik	MGI:1920812	Gene	
1700095J12Rik	MGI:1920813	Gene	
1700108F19Rik	MGI:1920814	Gene	
Gldnos	MGI:1920817	Gene	
Vgll3	MGI:1920819	Gene	VGLL3
1700096K18Rik	MGI:1920821	Gene	
1700095J07Rik	MGI:1920824	Gene	
1700101O22Rik	MGI:1920825	Gene	
1700092E19Rik	MGI:1920826	Gene	
1700102F20Rik	MGI:1920827	Gene	
1700094M23Rik	MGI:1920829	Gene	
Lrrc72	MGI:1920830	Gene	LRRC72
Stk36	MGI:1920831	Gene	STK36
Camkmt	MGI:1920832	Gene	CAMKMT
1700112M02Rik	MGI:1920833	Gene	
1700100L14Rik	MGI:1920834	Gene	
1700111E14Rik	MGI:1920835	Gene	
St8sia3os	MGI:1920838	Gene	
1700101I19Rik	MGI:1920839	Gene	
1700112H15Rik	MGI:1920840	Gene	
1700109I08Rik	MGI:1920841	Gene	
1700104L18Rik	MGI:1920842	Gene	
1700112N08Rik	MGI:1920843	Gene	
1700112L15Rik	MGI:1920844	Gene	
Ttll13	MGI:1920845	Gene	TTLL13
1700112K13Rik	MGI:1920846	Gene	
1700120G11Rik	MGI:1920849	Gene	
1700120C14Rik	MGI:1920850	Gene	
1700126A01Rik	MGI:1920852	Gene	
Trp53tg5	MGI:1920853	Gene	TP53TG5
1700124M09Rik	MGI:1920855	Gene	
1700120E14Rik	MGI:1920856	Gene	
Marveld3	MGI:1920858	Gene	MARVELD3
1700125H03Rik	MGI:1920859	Gene	
Zfp433	MGI:1920860	Gene	
1700112D23Rik	MGI:1920861	Gene	
Rhox13	MGI:1920864	Gene	
1700128I11Rik	MGI:1920865	Gene	
Pldi	MGI:1920866	Gene	
1700122H20Rik	MGI:1920867	Gene	
1700128E19Rik	MGI:1920868	Gene	
1700122E12Rik	MGI:1920869	Gene	
1700116H05Rik	MGI:1920872	Gene	
1700123O12Rik	MGI:1920874	Gene	
1810008I18Rik	MGI:1920875	Gene	
1810009J06Rik	MGI:1920876	Gene	
1700129L04Rik	MGI:1920877	Gene	
1700125G02Rik	MGI:1920878	Gene	
1700128A07Rik	MGI:1920881	Gene	
1700125H20Rik	MGI:1920884	Gene	C17orf64
1700126H18Rik	MGI:1920889	Gene	
1700113B19Rik	MGI:1920890	Gene	
1700123O20Rik	MGI:1920893	Gene	C14orf119
2210039B01Rik	MGI:1920894	Gene	
Ddx46	MGI:1920895	Gene	DDX46
Capn9	MGI:1920897	Gene	CAPN9
2410012E07Rik	MGI:1920898	Gene	
2210408F21Rik	MGI:1920902	Gene	
Ccrl2	MGI:1920904	Gene	CCRL2
Pex11g	MGI:1920905	Gene	PEX11G
Fbrsl1	MGI:1920907	Gene	FBRSL1
Spns1	MGI:1920908	Gene	SPNS1
Pdxdc1	MGI:1920909	Gene	PDXDC1
Cabp4	MGI:1920910	Gene	CABP4
Apol7c	MGI:1920912	Gene	APOL1
Thoc3	MGI:1920916	Gene	THOC3
2410004P03Rik	MGI:1920917	Gene	C2orf50
Ttc21b	MGI:1920918	Gene	TTC21B
Defb30	MGI:1920920	Gene	DEFB135
Sult6b1	MGI:1920921	Gene	SULT6B1
Rec114	MGI:1920923	Gene	REC114
Wdr75	MGI:1920924	Gene	WDR75
Psma8	MGI:1920927	Gene	PSMA8
Tex19.1	MGI:1920929	Gene	TEX19
Zbtb8a	MGI:1920930	Gene	ZBTB8A
Trmt11	MGI:1920931	Gene	TRMT11
Acer2	MGI:1920932	Gene	ACER2
Atg16l2	MGI:1920933	Gene	ATG16L2
Bloc1s2	MGI:1920939	Gene	BLOC1S2
Glipr1	MGI:1920940	Gene	GLIPR1
Cplane1	MGI:1920942	Gene	CPLANE1
Ndufaf7	MGI:1920944	Gene	NDUFAF7
Platr9	MGI:1920946	Gene	
Ppp2r1b	MGI:1920949	Gene	PPP2R1B
Megf11	MGI:1920951	Gene	MEGF11
Mark4	MGI:1920955	Gene	MARK4
Dppa3	MGI:1920958	Gene	DPPA3
Tubb2b	MGI:1920960	Gene	TUBB2B
Mvb12a	MGI:1920961	Gene	MVB12A
Dmkn	MGI:1920962	Gene	DMKN
Rbm20	MGI:1920963	Gene	RBM20
Lce1c	MGI:1920969	Gene	
Cst6	MGI:1920970	Gene	CST6
1110017D15Rik	MGI:1920971	Gene	C9orf24
Lce1a2	MGI:1920972	Gene	
Sh3bgrl3	MGI:1920973	Gene	SH3BGRL3
Mcee	MGI:1920974	Gene	MCEE
Mcmbp	MGI:1920977	Gene	MCMBP
Psd	MGI:1920978	Gene	PSD
Zfp383	MGI:1920979	Gene	ZNF383
Lce1l	MGI:1920980	Gene	
Kprp	MGI:1920981	Gene	KPRP
Muc16	MGI:1920982	Gene	MUC16
Fcf1	MGI:1920986	Gene	FCF1
Bbln	MGI:1920987	Gene	BBLN
Haus7	MGI:1920988	Gene	HAUS7
Cby1	MGI:1920989	Gene	CBY1
Lima1	MGI:1920992	Gene	LIMA1
Man2c1	MGI:1920994	Gene	MAN2C1
Ubac1	MGI:1920995	Gene	UBAC1
Shld1	MGI:1920997	Gene	SHLD1
Gadl1	MGI:1920998	Gene	GADL1
Ttc7	MGI:1920999	Gene	TTC7A
Thap1	MGI:1921004	Gene	THAP1
4833421G17Rik	MGI:1921007	Gene	
4833415N18Rik	MGI:1921011	Gene	
Hoatz	MGI:1921013	Gene	HOATZ
Gins2	MGI:1921019	Gene	GINS2
Wdr70	MGI:1921020	Gene	WDR70
4930430J02Rik	MGI:1921022	Gene	
4930422M22Rik	MGI:1921024	Gene	
4930421P07Rik	MGI:1921025	Pseudogene	
Prr27	MGI:1921029	Gene	PRR27
4930432H08Rik	MGI:1921031	Gene	
4930430F21Rik	MGI:1921034	Gene	
4833408A19Rik	MGI:1921038	Gene	
4930401G09Rik	MGI:1921042	Gene	
4930405G09Rik	MGI:1921043	Gene	
4930405D01Rik	MGI:1921045	Gene	
4930402F11Rik	MGI:1921046	Gene	
4930405N21Rik	MGI:1921047	Gene	
Tmtc4	MGI:1921050	Gene	TMTC4
4930401C15Rik	MGI:1921053	Gene	
Kif2c	MGI:1921054	Gene	KIF2C
4930406D18Rik	MGI:1921056	Gene	
4930403P22Rik	MGI:1921057	Gene	
Tex36	MGI:1921058	Gene	TEX36
Satl1	MGI:1921059	Gene	SATL1
4930405A10Rik	MGI:1921060	Gene	
4930405J17Rik	MGI:1921061	Gene	
Fam83e	MGI:1921063	Gene	FAM83E
4930404H11Rik	MGI:1921065	Gene	
4930401O10Rik	MGI:1921066	Gene	
4930405H06Rik	MGI:1921068	Gene	
4930404A05Rik	MGI:1921070	Gene	
4930401A07Rik	MGI:1921071	Gene	
4930404N11Rik	MGI:1921072	Gene	TEKTIP1
Snhg6	MGI:1921074	Gene	SNHG6
Ppp1r21	MGI:1921075	Gene	PPP1R21
Poldip3	MGI:1921076	Gene	POLDIP3
Tmem198b	MGI:1921077	Gene	TMEM198B
Dcaf4	MGI:1921078	Gene	DCAF4
Eif3k	MGI:1921080	Gene	EIF3K
Klk9	MGI:1921082	Gene	KLK9
Fam98c	MGI:1921083	Gene	FAM98C
Atp6v1d	MGI:1921084	Gene	ATP6V1D
Slc35b2	MGI:1921086	Gene	SLC35B2
Neurl4	MGI:1921092	Gene	NEURL4
Ankrd45	MGI:1921094	Gene	ANKRD45
Ankrd42	MGI:1921095	Gene	ANKRD42
5430414B19Rik	MGI:1921096	Gene	
Fam110a	MGI:1921097	Gene	FAM110A
4930415H17Rik	MGI:1921101	Pseudogene	
4930429P21Rik	MGI:1921105	Gene	
4930428G15Rik	MGI:1921106	Gene	
4930429C20Rik	MGI:1921107	Gene	
Spata48	MGI:1921112	Gene	SPATA48
Tex49	MGI:1921113	Gene	TEX49
4930424E08Rik	MGI:1921114	Gene	
4930425K10Rik	MGI:1921115	Gene	
Fam122c	MGI:1921116	Gene	PABIR3
4930428E07Rik	MGI:1921117	Gene	
4930417O13Rik	MGI:1921120	Gene	
4930428N03Rik	MGI:1921121	Gene	
4930423M02Rik	MGI:1921122	Gene	
Fam161a	MGI:1921123	Gene	FAM161A
4930419G24Rik	MGI:1921124	Gene	
4930426I24Rik	MGI:1921125	Gene	
4930432J09Rik	MGI:1921127	Gene	
4930415C11Rik	MGI:1921130	Gene	
4930425P05Rik	MGI:1921132	Gene	
4930431P22Rik	MGI:1921133	Gene	
Zdbf2	MGI:1921134	Gene	ZDBF2
4930431P19Rik	MGI:1921136	Pseudogene	
4930417O22Rik	MGI:1921137	Gene	
Ppp1r42	MGI:1921138	Gene	PPP1R42
4930413M19Rik	MGI:1921139	Gene	
4930423B08Rik	MGI:1921141	Gene	
4930423D24Rik	MGI:1921142	Gene	
Tmem202	MGI:1921143	Gene	TMEM202
4930414N06Rik	MGI:1921144	Gene	
4930431P03Rik	MGI:1921145	Gene	
4930429H19Rik	MGI:1921147	Gene	
4833407H14Rik	MGI:1921149	Gene	
Psmb11	MGI:1921152	Gene	PSMB11
4833403J16Rik	MGI:1921153	Gene	
4833412C05Rik	MGI:1921154	Gene	
4833417C18Rik	MGI:1921156	Gene	
4833418N17Rik	MGI:1921157	Pseudogene	
4833419O12Rik	MGI:1921159	Gene	
Arhgap18	MGI:1921160	Gene	ARHGAP18
4833413N01Rik	MGI:1921161	Gene	
4833439L19Rik	MGI:1921162	Gene	KIAA1191
Irak3	MGI:1921164	Gene	IRAK3
4833419F23Rik	MGI:1921165	Gene	
Ift57	MGI:1921166	Gene	IFT57
4930404I20Rik	MGI:1921168	Gene	
Lyrm1	MGI:1921169	Gene	LYRM1
Scpep1os	MGI:1921171	Gene	
4930405D11Rik	MGI:1921172	Gene	
